"PeakName"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annoFileCollapsed.seqnames"	"annoFileCollapsed.start"	"annoFileCollapsed.end"	"annoFileCollapsed.width"	"annoFileCollapsed.strand"	"annoFileCollapsed.id"	"annoFileCollapsed.tx_id"	"annoFileCollapsed.gene_id"	"annoFileCollapsed.symbol"	"annoFileCollapsed.type"	"annoFileCollapsed.UniqueRegion"	"annoFileCollapsed.UniqueRegionGene"	"annoFileCollapsed.UniqueRegionGeneType"	"annoFileCollapsed.GeneAnnoType"	"id"	"tx_id"	"gene_id"	"symbol"	"type"	"UniqueRegion"	"UniqueRegionGene"	"UniqueRegionGeneType"	"GeneAnnoType"	"NarrowPeak.seqnames"	"NarrowPeak.start"	"NarrowPeak.end"	"NarrowPeak.width"	"NarrowPeak.strand"	"NarrowPeak.PeakName"	"NarrowPeak.Score"	"NarrowPeak.Srand"	"NarrowPeak.Enrichment"	"NarrowPeak.pPvalue"	"NarrowPeak.pQvalue"	"NarrowPeak.OffsetFromStart"	"Score"	"Srand"	"Enrichment"	"pPvalue"	"pQvalue"	"OffsetFromStart"
"Peak_10026"	104.031450436678	-2.85981176040651	0.393143461031576	-7.27421932162526	3.4842951032049e-13	1.19593915813071e-11	"chr18"	72180594	72180993	400	"+"	"intronexonboundary:554752"	"uc002llm.2"	"55748"	"CNDP2"	"hg19_genes_intronexonboundaries"	"chr18:72180594-72180993"	"chr18:72180594-72180993_CNDP2"	"chr18:72180594-72180993_CNDP2_hg19_genes_intronexonboundaries"	"CNDP2_hg19_genes_intronexonboundaries"	"intronexonboundary:554752"	"uc002llm.2"	"55748"	"CNDP2"	"hg19_genes_intronexonboundaries"	"chr18:72180594-72180993"	"chr18:72180594-72180993_CNDP2"	"chr18:72180594-72180993_CNDP2_hg19_genes_intronexonboundaries"	"CNDP2_hg19_genes_intronexonboundaries"	"chr18"	72178988	72180617	1630	"*"	"Peak_10026"	1209	"."	6.73102	120.93172	117.87685	790	1209	"."	6.73102	120.93172	117.87685	790
"Peak_10026"	104.031450436678	-2.85981176040651	0.393143461031576	-7.27421932162526	3.4842951032049e-13	1.19593915813071e-11	"chr18"	72178249	72179682	1434	"+"	"intron:530341"	"uc002llm.2"	"55748"	"CNDP2"	"hg19_genes_introns"	"chr18:72178249-72179682"	"chr18:72178249-72179682_CNDP2"	"chr18:72178249-72179682_CNDP2_hg19_genes_introns"	"CNDP2_hg19_genes_introns"	"intron:530341"	"uc002llm.2"	"55748"	"CNDP2"	"hg19_genes_introns"	"chr18:72178249-72179682"	"chr18:72178249-72179682_CNDP2"	"chr18:72178249-72179682_CNDP2_hg19_genes_introns"	"CNDP2_hg19_genes_introns"	"chr18"	72178988	72180617	1630	"*"	"Peak_10026"	1209	"."	6.73102	120.93172	117.87685	790	1209	"."	6.73102	120.93172	117.87685	790
"Peak_10030"	101.217630768135	-3.47211634804782	0.460630731147369	-7.5377436051634	4.78172825819387e-14	2.03747584957918e-12	"chr18"	46385515	46385914	400	"+"	"intronexonboundary:553493"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_intronexonboundaries"	"chr18:46385515-46385914"	"chr18:46385515-46385914_CTIF"	"chr18:46385515-46385914_CTIF_hg19_genes_intronexonboundaries"	"CTIF_hg19_genes_intronexonboundaries"	"intronexonboundary:553493"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_intronexonboundaries"	"chr18:46385515-46385914"	"chr18:46385515-46385914_CTIF"	"chr18:46385515-46385914_CTIF_hg19_genes_intronexonboundaries"	"CTIF_hg19_genes_intronexonboundaries"	"chr18"	46385492	46386858	1367	"*"	"Peak_10030"	1208	"."	6.95894	120.88546	117.8308	880	1208	"."	6.95894	120.88546	117.8308	880
"Peak_10030"	101.217630768135	-3.47211634804782	0.460630731147369	-7.5377436051634	4.78172825819387e-14	2.03747584957918e-12	"chr18"	46384013	46385714	1702	"+"	"intron:529026"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_introns"	"chr18:46384013-46385714"	"chr18:46384013-46385714_CTIF"	"chr18:46384013-46385714_CTIF_hg19_genes_introns"	"CTIF_hg19_genes_introns"	"intron:529026"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_introns"	"chr18:46384013-46385714"	"chr18:46384013-46385714_CTIF"	"chr18:46384013-46385714_CTIF_hg19_genes_introns"	"CTIF_hg19_genes_introns"	"chr18"	46385492	46386858	1367	"*"	"Peak_10030"	1208	"."	6.95894	120.88546	117.8308	880	1208	"."	6.95894	120.88546	117.8308	880
"Peak_10030"	101.217630768135	-3.47211634804782	0.460630731147369	-7.5377436051634	4.78172825819387e-14	2.03747584957918e-12	"chr18"	46385931	46389586	3656	"+"	"3UTR:49894"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_3UTRs"	"chr18:46385931-46389586"	"chr18:46385931-46389586_CTIF"	"chr18:46385931-46389586_CTIF_hg19_genes_3UTRs"	"CTIF_hg19_genes_3UTRs"	"3UTR:49894"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_3UTRs"	"chr18:46385931-46389586"	"chr18:46385931-46389586_CTIF"	"chr18:46385931-46389586_CTIF_hg19_genes_3UTRs"	"CTIF_hg19_genes_3UTRs"	"chr18"	46385492	46386858	1367	"*"	"Peak_10030"	1208	"."	6.95894	120.88546	117.8308	880	1208	"."	6.95894	120.88546	117.8308	880
"Peak_10030"	101.217630768135	-3.47211634804782	0.460630731147369	-7.5377436051634	4.78172825819387e-14	2.03747584957918e-12	"chr18"	46385715	46389586	3872	"+"	"exon:594144"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_exons"	"chr18:46385715-46389586"	"chr18:46385715-46389586_CTIF"	"chr18:46385715-46389586_CTIF_hg19_genes_exons"	"CTIF_hg19_genes_exons"	"exon:594144"	"uc002ldc.3"	"9811"	"CTIF"	"hg19_genes_exons"	"chr18:46385715-46389586"	"chr18:46385715-46389586_CTIF"	"chr18:46385715-46389586_CTIF_hg19_genes_exons"	"CTIF_hg19_genes_exons"	"chr18"	46385492	46386858	1367	"*"	"Peak_10030"	1208	"."	6.95894	120.88546	117.8308	880	1208	"."	6.95894	120.88546	117.8308	880
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15164045	15164078	34	"-"	"5UTR:85837"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15164045-15164078"	"chr17:15164045-15164078_PMP22"	"chr17:15164045-15164078_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"5UTR:85837"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15164045-15164078"	"chr17:15164045-15164078_PMP22"	"chr17:15164045-15164078_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15165746	15165889	144	"-"	"5UTR:85836"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15165746-15165889"	"chr17:15165746-15165889_PMP22"	"chr17:15165746-15165889_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"5UTR:85836"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15165746-15165889"	"chr17:15165746-15165889_PMP22"	"chr17:15165746-15165889_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15162511	15163966	1456	"-"	"intron:511320"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15162511-15163966"	"chr17:15162511-15163966_PMP22"	"chr17:15162511-15163966_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"intron:511320"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15162511-15163966"	"chr17:15162511-15163966_PMP22"	"chr17:15162511-15163966_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15164045	15164093	49	"-"	"5UTR:85835"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15164045-15164093"	"chr17:15164045-15164093_PMP22"	"chr17:15164045-15164093_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"5UTR:85835"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_5UTRs"	"chr17:15164045-15164093"	"chr17:15164045-15164093_PMP22"	"chr17:15164045-15164093_PMP22_hg19_genes_5UTRs"	"PMP22_hg19_genes_5UTRs"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15165094	15169093	4000	"-"	"1to5kb:62766"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_1to5kb"	"chr17:15165094-15169093"	"chr17:15165094-15169093_PMP22"	"chr17:15165094-15169093_PMP22_hg19_genes_1to5kb"	"PMP22_hg19_genes_1to5kb"	"1to5kb:62766"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_1to5kb"	"chr17:15165094-15169093"	"chr17:15165094-15169093_PMP22"	"chr17:15165094-15169093_PMP22_hg19_genes_1to5kb"	"PMP22_hg19_genes_1to5kb"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15163967	15164078	112	"-"	"exon:574266"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15163967-15164078"	"chr17:15163967-15164078_PMP22"	"chr17:15163967-15164078_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"exon:574266"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15163967-15164078"	"chr17:15163967-15164078_PMP22"	"chr17:15163967-15164078_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15163967	15164093	127	"-"	"exon:574261"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15163967-15164093"	"chr17:15163967-15164093_PMP22"	"chr17:15163967-15164093_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"exon:574261"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15163967-15164093"	"chr17:15163967-15164093_PMP22"	"chr17:15163967-15164093_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15163894	15164293	400	"-"	"intronexonboundary:534051"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15163894-15164293"	"chr17:15163894-15164293_PMP22"	"chr17:15163894-15164293_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"intronexonboundary:534051"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15163894-15164293"	"chr17:15163894-15164293_PMP22"	"chr17:15163894-15164293_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15164079	15168470	4392	"-"	"intron:511328"	"uc002gol.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15164079-15168470"	"chr17:15164079-15168470_PMP22"	"chr17:15164079-15168470_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"intron:511328"	"uc002gol.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15164079-15168470"	"chr17:15164079-15168470_PMP22"	"chr17:15164079-15168470_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15165690	15166089	400	"-"	"intronexonboundary:534052"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15165690-15166089"	"chr17:15165690-15166089_PMP22"	"chr17:15165690-15166089_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"intronexonboundary:534052"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15165690-15166089"	"chr17:15165690-15166089_PMP22"	"chr17:15165690-15166089_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15165746	15165889	144	"-"	"exon:574265"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15165746-15165889"	"chr17:15165746-15165889_PMP22"	"chr17:15165746-15165889_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"exon:574265"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_exons"	"chr17:15165746-15165889"	"chr17:15165746-15165889_PMP22"	"chr17:15165746-15165889_PMP22_hg19_genes_exons"	"PMP22_hg19_genes_exons"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15164079	15165745	1667	"-"	"intron:511324"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15164079-15165745"	"chr17:15164079-15165745_PMP22"	"chr17:15164079-15165745_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"intron:511324"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_introns"	"chr17:15164079-15165745"	"chr17:15164079-15165745_PMP22"	"chr17:15164079-15165745_PMP22_hg19_genes_introns"	"PMP22_hg19_genes_introns"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15163879	15164278	400	"-"	"intronexonboundary:534049"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15163879-15164278"	"chr17:15163879-15164278_PMP22"	"chr17:15163879-15164278_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"intronexonboundary:534049"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_intronexonboundaries"	"chr17:15163879-15164278"	"chr17:15163879-15164278_PMP22"	"chr17:15163879-15164278_PMP22_hg19_genes_intronexonboundaries"	"PMP22_hg19_genes_intronexonboundaries"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15165890	15166889	1000	"-"	"promoter:62767"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_promoters"	"chr17:15165890-15166889"	"chr17:15165890-15166889_PMP22"	"chr17:15165890-15166889_PMP22_hg19_genes_promoters"	"PMP22_hg19_genes_promoters"	"promoter:62767"	"uc002gok.3"	"5376"	"PMP22"	"hg19_genes_promoters"	"chr17:15165890-15166889"	"chr17:15165890-15166889_PMP22"	"chr17:15165890-15166889_PMP22_hg19_genes_promoters"	"PMP22_hg19_genes_promoters"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
"Peak_10036"	202.200248292689	-2.63015459320246	0.423066794041497	-6.21687787896793	5.07144145970945e-10	7.85340952847846e-09	"chr17"	15164094	15165093	1000	"-"	"promoter:62766"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_promoters"	"chr17:15164094-15165093"	"chr17:15164094-15165093_PMP22"	"chr17:15164094-15165093_PMP22_hg19_genes_promoters"	"PMP22_hg19_genes_promoters"	"promoter:62766"	"uc002goj.3"	"5376"	"PMP22"	"hg19_genes_promoters"	"chr17:15164094-15165093"	"chr17:15164094-15165093_PMP22"	"chr17:15164094-15165093_PMP22_hg19_genes_promoters"	"PMP22_hg19_genes_promoters"	"chr17"	15163727	15166840	3114	"*"	"Peak_10036"	1208	"."	5.45487	120.81946	117.76508	490	1208	"."	5.45487	120.81946	117.76508	490
